Stock,Actual Comparisons,Theoretical Comparisons,Difference
CBOE.csv,38594,44715.2981590668,-6121.298159066799
CFG.csv,24165,28544.124175139696,-4379.124175139696
APH.csv,103831,121461.05956509346,-17630.059565093456
SYY.csv,348613,203928.8038586236,144684.1961413764
MSI.csv,259346,255633.00994964258,3712.990050357417
FCX.csv,100426,105725.90459141396,-5299.904591413957
ADM.csv,145482,172897.36334483678,-27415.363344836776
OGN.csv,5979,5897.476242687014,81.52375731298616
LH.csv,111033,128488.08363633776,-17455.08363633776
LNT.csv,252653,204885.63331828607,47767.36668171393
BAC.csv,194385,204885.63331828607,-10500.633318286069
PSX.csv,34072,37692.40187594876,-3620.401875948759
GPN.csv,72524,82480.17259482053,-9956.172594820528
PPG.csv,150002,172897.36334483678,-22895.363344836776
TECH.csv,119251,133425.52520596914,-14174.525205969141
IRM.csv,85155,103297.24917324452,-18142.24917324452
IQV.csv,28334,33661.2812968967,-5327.281296896697
ESS.csv,96158,110380.08592412443,-14222.085924124432
WBD.csv,53748,64228.765172053856,-10480.765172053856
HAL.csv,176719,208138.51837908398,-31419.51837908398
STZ.csv,109556,119954.50936670968,-10398.50936670968
DXC.csv,148028,164872.8506268706,-16844.85062687061
BG.csv,69437,80213.55276078447,-10776.55276078447
PARA.csv,52762,62566.034652929266,-9804.034652929266
ADI.csv,145922,172897.36334483678,-26975.363344836776
F.csv,183059,208138.51837908398,-25079.51837908398
ADBE.csv,123077,144384.4658912512,-21307.465891251195
STLD.csv,88307,99833.31462348702,-11526.314623487022
CPRT.csv,100515,111313.40696003722,-10798.406960037217
TDG.csv,54396,61481.468046220354,-7085.468046220354
TFX.csv,178833,172897.36334483678,5935.636655163224
ULTA.csv,48070,55035.00525696049,-6965.005256960489
ARE.csv,85246,97704.02061549817,-12458.020615498172
SYK.csv,154251,172897.36334483678,-18646.363344836776
KVUE.csv,535,621.5449615285933,-86.54496152859326
CB.csv,101935,115531.8591016243,-13596.8591016243
TSN.csv,154270,172897.36334483678,-18627.363344836776
GNRC.csv,39344,46024.637690319374,-6680.637690319374
PEP.csv,187230,208138.51837908398,-20908.51837908398
PEG.csv,157447,173820.92187303386,-16373.921873033862
NOW.csv,34990,36863.94958936293,-1873.9495893629282
LLY.csv,178930,208138.51837908398,-29208.51837908398
COST.csv,127918,144820.4475713592,-16902.447571359196
REG.csv,104954,112944.42292948668,-7990.422929486682
NWS.csv,27522,33244.77510332808,-5722.77510332808
LOW.csv,154715,172897.36334483678,-18182.363344836776
MDLZ.csv,66788,80787.77964352402,-13999.779643524016
BKNG.csv,83098,89966.66622557373,-6868.666225573732
ZBRA.csv,109965,122489.36021705331,-12524.360217053312
FMC.csv,152851,172897.36334483678,-20046.363344836776
XEL.csv,190798,204885.63331828607,-14087.633318286069
AIZ.csv,62551,69987.83029417734,-7436.830294177344
MET.csv,74928,85710.85905719335,-10782.859057193346
FTV.csv,18543,22112.147124308496,-3569.147124308496
DLR.csv,56572,67005.05460498904,-10433.05460498904
ACGL.csv,95856,104932.57083519579,-9076.570835195787
XRAY.csv,127445,139997.2934461731,-12552.293446173106
FAST.csv,121283,139893.00550314836,-18610.005503148364
TJX.csv,117730,140553.62926531504,-22823.629265315045
SNA.csv,198790,204885.63331828607,-6095.633318286069
MPC.csv,39016,40737.584599519585,-1721.584599519585
BR.csv,48152,57417.4651638249,-9265.465163824898
D.csv,142653,172897.36334483678,-30244.363344836776
MRK.csv,246613,255633.00994964258,-9020.009949642583
STX.csv,67073,74674.93995653206,-7601.939956532064
NOC.csv,147310,164872.8506268706,-17562.85062687061
BXP.csv,83995,97452.84884443528,-13457.848844435284
KHC.csv,23330,25714.226035126965,-2384.226035126965
IPG.csv,153210,172897.36334483678,-19687.363344836776
ABNB.csv,5726,7179.364015743248,-1453.3640157432483
UNP.csv,157201,173820.92187303386,-16619.92187303386
ALLE.csv,27060,31673.55396234986,-4613.553962349859
ABBV.csv,30421,34974.178698261254,-4553.178698261254
CDAY.csv,12554,15779.890150677342,-3225.890150677342
ORCL.csv,125877,146251.4009916033,-20374.400991603296
ECL.csv,190001,204885.63331828607,-14884.633318286069
ETR.csv,183276,208138.51837908398,-24862.51837908398
EBAY.csv,80138,92110.98775785127,-11972.987757851268
SBUX.csv,109347,118740.41795013941,-9393.41795013941
IR.csv,16372,19080.0297052105,-2708.0297052105016
AMT.csv,85028,94527.58183298192,-9499.581832981916
INTU.csv,99016,115685.25237352532,-16669.25237352532
DPZ.csv,60616,68244.8178307165,-7628.817830716507
PAYC.csv,25386,30184.87905849878,-4798.87905849878
CMA.csv,151904,172897.36334483678,-20993.363344836776
PG.csv,266473,255633.00994964258,10839.990050357417
CAT.csv,245547,255633.00994964258,-10086.009949642583
ODFL.csv,220830,121649.51441435063,99180.48558564937
MCD.csv,213468,234775.46993503798,-21307.46993503798
MNST.csv,212419,147369.23085016175,65049.76914983825
AMZN.csv,84305,97838.00667088294,-13533.00667088294
GEHC.csv,1267,1483.6842990179077,-216.68429901790773
EG.csv,89626,104713.24845360559,-15087.248453605585
INTC.csv,144157,172897.36334483678,-28740.363344836776
PNR.csv,223063,203982.95223108205,19080.047768917953
GLW.csv,154639,164872.8506268706,-10233.850626870611
BDX.csv,193211,204885.63331828607,-11674.633318286069
KMI.csv,36050,42140.251901847856,-6090.251901847856
CSGP.csv,78446,93093.49365623551,-14647.493656235514
PWR.csv,86151,94694.48601580666,-8543.486015806659
APTV.csv,34019,39188.88061754486,-5169.880617544863
BBWI.csv,143955,163759.91089151034,-19804.910891510342
DXCM.csv,55579,65174.14949036159,-9595.14949036159
EXR.csv,60918,67858.13319569662,-6940.133195696617
WELL.csv,203445,172861.85168832258,30583.148311677418
HOLX.csv,110519,128832.73626998953,-18313.73626998953
EXPD.csv,142129,152673.03394374115,-10544.033943741146
GM.csv,37982,43027.29267925303,-5045.292679253027
TXN.csv,198376,208138.51837908398,-9762.51837908398
VRSK.csv,38838,47369.15039324888,-8531.150393248878
FI.csv,124689,143861.46428333546,-19172.46428333546
SJM.csv,96238,108651.37464100556,-12413.374641005561
TMO.csv,148668,172897.36334483678,-24229.363344836776
OXY.csv,142142,164872.8506268706,-22730.85062687061
RL.csv,85100,97519.821334587,-12419.821334587003
CCI.csv,78373,92543.82069187173,-14170.820691871733
MMM.csv,235655,255633.00994964258,-19978.009949642583
MOS.csv,116165,137999.82437516193,-21834.82437516193
FTNT.csv,41890,46905.033328188954,-5015.033328188954
HSY.csv,152401,172897.36334483678,-20496.363344836776
JNPR.csv,81161,88971.14082285743,-7810.140822857429
DHI.csv,105750,118996.80978493244,-13246.80978493244
ED.csv,235091,255633.00994964258,-20542.009949642583
ES.csv,178770,204885.63331828607,-26115.63331828607
ADSK.csv,128965,149327.49894124985,-20362.498941249854
GL.csv,145533,170448.77638074517,-24915.77638074517
INVH.csv,17481,20056.63622028685,-2575.6362202868513
IP.csv,223161,255633.00994964258,-32472.009949642583
EXPE.csv,58397,64084.6870022279,-5687.687002227904
KO.csv,258018,255633.00994964258,2384.990050357417
PCAR.csv,160220,172897.36334483678,-12677.363344836776
RVTY.csv,193946,204885.63331828607,-10939.633318286069
WDC.csv,151712,179069.5560137205,-27357.55601372049
PYPL.csv,21573,25714.226035126965,-4141.226035126965
NEE.csv,174582,204885.63331828607,-30303.63331828607
UPS.csv,72844,87380.75924189066,-14536.759241890657
ELV.csv,66342,79262.94632618478,-12920.946326184785
EMR.csv,182888,208138.51837908398,-25250.51837908398
MSFT.csv,131451,146233.94175444203,-14782.941754442028
ANSS.csv,88231,101664.63153735112,-13433.631537351117
CTAS.csv,146770,157573.26985598533,-10803.26985598533
BIO.csv,220440,173128.20687336437,47311.79312663563
UDR.csv,331305,172897.36334483678,158407.63665516322
CTLT.csv,25147,29099.594316849118,-3952.5943168491176
WEC.csv,153067,172897.36334483678,-19830.363344836776
AME.csv,139826,153514.96953663393,-13688.96953663393
IT.csv,100252,113250.51189578023,-12998.511895780233
DD.csv,180276,208138.51837908398,-27862.51837908398
ACN.csv,65759,80377.57283109547,-14618.572831095473
VRSN.csv,82187,94844.72630829169,-12657.72630829169
EW.csv,71647,85826.48396101173,-14179.483961011734
CMG.csv,55894,62007.542089744886,-6113.542089744886
AWK.csv,45018,53102.72126183415,-8084.721261834151
COO.csv,138977,160143.71714978744,-21166.717149787437
SHW.csv,150459,172897.36334483678,-22438.363344836776
HPQ.csv,282578,255633.00994964258,26944.990050357417
AMAT.csv,154069,172897.36334483678,-18828.363344836776
CCL.csv,122696,140223.27778322189,-17527.277783221885
MLM.csv,97552,111636.0164027414,-14084.0164027414
AVY.csv,200720,204885.63331828607,-4165.633318286069
ATVI.csv,105978,113012.435269695,-7034.435269694994
EVRG.csv,196405,204885.63331828607,-8480.633318286069
EA.csv,110568,130764.53269559062,-20196.53269559062
DE.csv,184286,208138.51837908398,-23852.51837908398
SPG.csv,102116,112417.47156348905,-10301.471563489045
AMD.csv,152270,172897.36334483678,-20627.363344836776
KLAC.csv,150510,170360.125169348,-19850.125169348
NDAQ.csv,69341,76532.71662837749,-7191.716628377486
URI.csv,82455,95312.30088100421,-12857.300881004208
WHR.csv,179657,204885.63331828607,-25228.63331828607
RTX.csv,232003,254470.81710842592,-22467.817108425923
NXPI.csv,38234,44146.69440762019,-5912.694407620191
PNC.csv,180841,192410.08722018986,-11569.08722018986
KMX.csv,84485,99011.20508708722,-14526.205087087219
SEDG.csv,22604,26711.545330377605,-4107.545330377605
WRK.csv,23001,25815.196260719847,-2814.1962607198475
MTCH.csv,96993,116299.03586104725,-19306.035861047247
BIIB.csv,109294,122112.21294007516,-12818.212940075158
NVDA.csv,74394,90747.31113268434,-16353.311132684335
CHRW.csv,90794,96047.5491589257,-5253.5491589257
ROP.csv,108174,120330.96490021913,-12156.964900219129
IDXX.csv,106092,123141.07811173004,-17049.078111730036
EXC.csv,180411,204001.00200325545,-23590.002003255446
HES.csv,151261,172897.36334483678,-21636.363344836776
HD.csv,149648,166110.33493558306,-16462.334935583058
ALB.csv,94099,111602.05294756724,-17503.052947567237
VLO.csv,142885,164855.17901251605,-21970.179012516048
AON.csv,157754,171956.55113928256,-14202.551139282557
ZTS.csv,29834,34660.34550327222,-4826.3455032722195
FDX.csv,164679,181583.6798913403,-16904.67989134029
DG.csv,39105,46951.421863566065,-7846.421863566065
TYL.csv,170698,172897.36334483678,-2199.3633448367764
HIG.csv,90028,103836.43969203817,-13808.43969203817
CMS.csv,181259,204885.63331828607,-23626.63331828607
CAG.csv,150737,172897.36334483678,-22160.363344836776
INCY.csv,97757,112876.41483917285,-15119.414839172852
SCHW.csv,121493,139510.68413362518,-18017.684133625182
HSIC.csv,95262,104325.33415878187,-9063.334158781872
AZO.csv,115816,124119.32075861137,-8303.320758611371
AXP.csv,213966,208138.51837908398,5827.48162091602
HPE.csv,24330,24649.753354951634,-319.7533549516338
DFS.csv,49369,56501.02830751358,-7132.028307513581
SEE.csv,155913,172897.36334483678,-16984.363344836776
HRL.csv,190369,172897.36334483678,17471.636655163224
SO.csv,141386,164872.8506268706,-23486.85062687061
FRT.csv,451082,203982.95223108205,247099.04776891795
ZBH.csv,72251,80311.96049920932,-8060.960499209323
CME.csv,62157,74723.76564028526,-12566.765640285259
XOM.csv,236926,255633.00994964258,-18707.009949642583
AMP.csv,53936,63460.75825802878,-9524.758258028778
CVX.csv,235881,255633.00994964258,-19752.009949642583
CMCSA.csv,157316,172897.36334483678,-15581.363344836776
PCG.csv,177689,208138.51837908398,-30449.51837908398
PNW.csv,177941,204885.63331828607,-26944.63331828607
ICE.csv,54616,62757.64389996102,-8141.643899961018
BEN.csv,141196,157151.1325974228,-15955.13259742281
UHS.csv,147185,167030.20826486137,-19845.208264861372
BKR.csv,124300,141545.15727943307,-17245.15727943307
EMN.csv,95324,112417.47156348905,-17093.471563489045
SBAC.csv,80361,89087.22487783646,-8726.22487783646
ROK.csv,142939,164872.8506268706,-21933.85062687061
PTC.csv,110554,129798.26613731464,-19244.26613731464
NRG.csv,75163,70699.30541712561,4463.694582874392
NSC.csv,138636,163018.37242518962,-24382.37242518962
NKE.csv,146834,169704.24980638712,-22870.249806387117
FIS.csv,68805,80705.72041171635,-11900.72041171635
FANG.csv,30415,35767.680521397095,-5352.680521397095
VTR.csv,86759,97972.01201962653,-11213.012019626534
MAS.csv,153797,172897.36334483678,-19100.363344836776
RF.csv,168210,172897.36334483678,-4687.363344836776
ETSY.csv,22520,26508.826051630935,-3988.8260516309347
AMCR.csv,1225241,37345.700449869306,1187895.2995501307
TAP.csv,173120,194385.13336215416,-21265.133362154156
MAR.csv,87418,94260.59979333749,-6842.599793337489
XYL.csv,33555,39567.82810431012,-6012.828104310123
CMI.csv,198938,204885.63331828607,-5947.633318286069
MTD.csv,87336,95696.56096554048,-8360.560965540484
BF-B.csv,166593,172897.36334483678,-6304.363344836776
KR.csv,265628,255633.00994964258,9994.990050357417
PLD.csv,83102,95613.0123120979,-12511.012312097897
IBM.csv,226299,255633.00994964258,-29334.009949642583
USB.csv,372186,203982.95223108205,168203.04776891795
BSX.csv,101057,119201.96435037618,-18144.964350376176
LKQ.csv,61613,71346.77491540686,-9733.774915406859
LIN.csv,98557,118860.0603637416,-20303.060363741606
ITW.csv,242601,204632.84305455748,37968.15694544252
EOG.csv,118450,130591.93128086736,-12141.931280867357
KMB.csv,151505,172897.36334483678,-21392.363344836776
PEAK.csv,133068,149764.96879304395,-16696.968793043954
SPGI.csv,189693,204885.63331828607,-15192.633318286069
NEM.csv,147992,172897.36334483678,-24905.363344836776
WFC.csv,216449,208138.51837908398,8310.48162091602
CTVA.csv,12084,12156.535332697284,-72.5353326972836
EL.csv,89459,104156.72274603204,-14697.722746032043
GS.csv,79311,89584.90943343447,-10273.90943343447
GD.csv,254125,255633.00994964258,-1508.0099496425828
CNP.csv,253948,255633.00994964258,-1685.0099496425828
PM.csv,47551,53510.53018625838,-5959.53018625838
MCO.csv,104078,108651.37464100556,-4573.374641005561
CLX.csv,182482,204885.63331828607,-22403.63331828607
CAH.csv,138939,157766.78753727605,-18827.787537276046
PANW.csv,33422,36653.410943331175,-3231.410943331175
MPWR.csv,57794,66763.83107599709,-8969.831075997092
DGX.csv,83346,99564.79225891859,-16218.792258918591
AVB.csv,98649,111381.31667428133,-12732.316674281334
DIS.csv,264837,255633.00994964258,9203.990050357417
CBRE.csv,63725,68583.36237626578,-4858.362376265781
GE.csv,241910,255633.00994964258,-13723.009949642583
HII.csv,34319,41743.29859383833,-7424.298593838328
LDOS.csv,51428,59096.49873868112,-7668.498738681119
ALL.csv,98641,114714.11843070686,-16073.118430706862
ETN.csv,191632,208138.51837908398,-16506.51837908398
ALGN.csv,70229,82315.69862010924,-12086.698620109237
NFLX.csv,72929,76957.10472517773,-4028.1047251777345
LEN.csv,153337,172897.36334483678,-19560.363344836776
FITB.csv,199251,172897.36334483678,26353.636655163224
WST.csv,199502,172897.36334483678,26604.636655163224
GWW.csv,210688,204885.63331828607,5802.366681713931
TRGP.csv,37297,42843.59500102596,-5546.595001025962
NTRS.csv,166153,172897.36334483678,-6744.363344836776
FICO.csv,287088,140258.04789657152,146829.95210342848
AXON.csv,72167,80722.1315441988,-8555.131544198797
CVS.csv,176787,204885.63331828607,-28098.63331828607
AOS.csv,189144,157063.20170521407,32080.798294785927
FE.csv,81572,95763.4054216078,-14191.405421607793
JPM.csv,153100,172897.36334483678,-19797.363344836776
ABT.csv,144085,172897.36334483678,-28812.363344836776
OMC.csv,153619,172897.36334483678,-19278.363344836776
COF.csv,101912,108448.18407450814,-6536.184074508143
TSCO.csv,98517,111636.0164027414,-13119.0164027414
PH.csv,160201,172897.36334483678,-12696.363344836776
HST.csv,157025,172897.36334483678,-15872.363344836776
JBHT.csv,137801,156412.6674461944,-18611.66744619439
MRNA.csv,11338,13679.385093191502,-2341.385093191502
TSLA.csv,36571,44561.54031582324,-7990.540315823237
MOH.csv,61554,72416.4888842871,-10862.4888842871
ATO.csv,159823,155990.8450012833,3832.1549987166945
COP.csv,142069,164872.8506268706,-22803.85062687061
DHR.csv,179033,178339.1558360498,693.8441639502125
CNC.csv,67470,78755.36320441101,-11285.363204411013
MCK.csv,91900,108515.90986161506,-16615.90986161506
TXT.csv,180098,204885.63331828607,-24787.63331828607
MTB.csv,281039,172897.36334483678,108141.63665516322
FDS.csv,91665,101546.91939367242,-9881.919393672419
VTRS.csv,146406,172897.36334483678,-26491.363344836776
AKAM.csv,74077,87513.17450082627,-13436.174500826266
ROL.csv,152513,172897.36334483678,-20384.363344836776
RMD.csv,92849,106148.14429090961,-13299.144290909608
WRB.csv,361037,201818.1254071889,159218.8745928111
GOOGL.csv,57764,67809.81442821959,-10045.814428219586
BRO.csv,1450516,168836.04861059663,1281679.9513894033
ANET.csv,27382,29656.318265445025,-2274.3182654450247
PAYX.csv,133955,157485.31518642386,-23530.31518642386
ALK.csv,149638,172897.36334483678,-23259.363344836776
DRI.csv,94789,106435.36748533483,-11646.367485334835
ILMN.csv,75429,84407.10463791217,-8978.104637912169
META.csv,30518,37300.505747354175,-6782.505747354175
AAL.csv,54936,63332.85556146992,-8396.855561469922
COR.csv,93157,106840.9967178752,-13683.996717875198
MAA.csv,105067,111873.79062953503,-6806.790629535026
MMC.csv,189184,204885.63331828607,-15701.633318286069
FOXA.csv,11252,12842.270700307947,-1590.2707003079468
POOL.csv,89552,104578.30468032336,-15026.30468032336
CZR.csv,24217,28573.3278499611,-4356.327849961101
FFIV.csv,81704,89219.91201036733,-7515.912010367334
CINF.csv,176193,172897.36334483678,3295.6366551632236
VMC.csv,341052,204885.63331828607,136166.36668171393
MKTX.csv,56699,66924.63623864546,-10225.636238645457
SRE.csv,82323,93126.81821023172,-10803.818210231722
LHX.csv,140049,164872.8506268706,-24823.85062687061
ORLY.csv,102878,115191.06070497532,-12313.060704975316
IVZ.csv,92246,105151.94111592339,-12905.941115923386
RCL.csv,104122,115139.94994474463,-11017.949944744629
PXD.csv,80640,96850.31459099647,-16210.314590996466
SNPS.csv,106522,120194.05789565116,-13672.05789565116
GOOG.csv,58423,67809.81442821959,-9386.814428219586
EPAM.csv,34842,38356.67736037098,-3514.6773603709808
NDSN.csv,219173,172879.60742545789,46293.392574542115
YUM.csv,82586,96398.67247554412,-13812.672475544125
EQT.csv,152987,172897.36334483678,-19910.363344836776
LYV.csv,56599,62374.489678035214,-5775.489678035214
PFE.csv,177630,208138.51837908398,-30508.51837908398
AVGO.csv,39560,48035.276863609986,-8475.276863609986
DUK.csv,153598,172897.36334483678,-19299.363344836776
REGN.csv,112139,124119.32075861137,-11980.320758611371
CL.csv,189262,204001.00200325545,-14739.002003255446
VFC.csv,149610,172897.36334483678,-23287.363344836776
VZ.csv,132936,156412.6674461944,-23476.66744619439
JCI.csv,121113,139441.18260992636,-18328.182609926356
FSLR.csv,48995,58731.72773882609,-9736.727738826092
AMGN.csv,137926,158347.48396766683,-20421.483967666834
TEL.csv,54388,56501.02830751358,-2113.0283075135812
JKHY.csv,161464,147578.91986124477,13885.080138755235
ADP.csv,147375,172897.36334483678,-25522.363344836776
ON.csv,77160,85413.61412668791,-8253.614126687913
STT.csv,154541,172897.36334483678,-18356.363344836776
RSG.csv,80788,93093.49365623551,-12305.493656235514
IFF.csv,178456,196577.9624344676,-18121.962434467598
CARR.csv,10253,9491.229158375123,761.770841624877
TRMB.csv,106980,127144.84637599425,-20164.846375994253
QCOM.csv,101028,121049.99002972574,-20021.99002972574
LYB.csv,40028,45223.12257920467,-5195.122579204668
GIS.csv,150827,172897.36334483678,-22070.363344836776
PHM.csv,153445,172897.36334483678,-19452.363344836776
ROST.csv,124931,148837.68669652424,-23906.686696524237
LUV.csv,149925,173820.92187303386,-23895.92187303386
LW.csv,17673,20828.09418160323,-3155.094181603228
MS.csv,98293,115906.85761459863,-17613.85761459863
CPB.csv,185233,204885.63331828607,-19652.63331828607
OKE.csv,161594,170431.04576930206,-8837.045769302058
BK.csv,202876,203982.95223108205,-1106.9522310820466
J.csv,186699,172897.36334483678,13801.636655163224
SYF.csv,26199,29099.594316849118,-2900.5943168491176
CHD.csv,181990,172897.36334483678,9092.636655163224
HWM.csv,20791,20926.533355926167,-135.53335592616713
MHK.csv,102608,119766.32729281882,-17158.327292818823
TFC.csv,230155,172879.60742545789,57275.392574542115
DAL.csv,48781,56959.04299728903,-8178.042997289027
APA.csv,154841,176665.7064515546,-21824.706451554608
K.csv,178946,204885.63331828607,-25939.63331828607
AFL.csv,148382,172897.36334483678,-24515.363344836776
CSX.csv,147640,170041.01904265396,-22401.019042653963
NI.csv,177996,204885.63331828607,-26889.63331828607
CPT.csv,97375,114135.25046046804,-16760.250460468043
PFG.csv,71450,79344.84727220463,-7894.847272204628
NCLH.csv,31102,34794.80528878327,-3692.8052887832673
ZION.csv,196826,172897.36334483678,23928.636655163224
RJF.csv,158912,158171.49266506167,740.507334938331
HBAN.csv,185003,172897.36334483678,12105.636655163224
UNH.csv,134266,152410.02510685287,-18144.025106852874
PRU.csv,70974,78755.36320441101,-7781.363204411013
GPC.csv,156899,172897.36334483678,-15998.363344836776
WTW.csv,67868,80804.19256038572,-12936.192560385723
WMB.csv,142617,164872.8506268706,-22255.85062687061
EQR.csv,104247,113879.96416748759,-9632.96416748759
DVA.csv,90855,104375.92313962217,-13520.923139622173
AIG.csv,1872715,205499.68034604366,1667215.3196539562
MA.csv,53513,60685.32780234567,-7172.327802345673
HON.csv,236690,255633.00994964258,-18943.009949642583
VICI.csv,15908,16857.51579217013,-949.5157921701284
O.csv,94618,108803.79354332305,-14185.793543323045
NWSA.csv,28150,33244.77510332808,-5094.77510332808
TTWO.csv,83755,98206.56773469792,-14451.567734697921
AES.csv,108714,123089.61375687578,-14375.613756875784
SLB.csv,150125,164872.8506268706,-14747.850626870611
TT.csv,155612,172879.60742545789,-17267.607425457885
TGT.csv,186304,204885.63331828607,-18581.63331828607
AAPL.csv,150872,168942.33499367072,-18070.334993670724
MKC.csv,204559,204885.63331828607,-326.63331828606897
OTIS.csv,8603,9491.229158375123,-888.229158375123
CEG.csv,4385,3901.88719844015,483.11280155985014
TDY.csv,79680,87231.81755036763,-7551.817550367632
WY.csv,179079,203982.95223108205,-24903.952231082047
APD.csv,155920,172897.36334483678,-16977.363344836776
GRMN.csv,79651,82875.052944487,-3224.0529444870044
AEE.csv,86691,95161.98262861515,-8470.982628615151
BX.csv,48897,56406.317785691914,-7509.317785691914
HLT.csv,28820,31422.399429472527,-2602.399429472527
DLTR.csv,89992,107179.14384314114,-17187.143843141137
STE.csv,103006,119065.19058431766,-16059.190584317665
HAS.csv,162737,172897.36334483678,-10160.363344836776
TMUS.csv,48853,57117.07372237034,-8264.07372237034
WMT.csv,201797,207053.66355384604,-5256.66355384604
NTAP.csv,88981,104123.00388562231,-15142.003885622311
KIM.csv,108250,121289.76312992974,-13039.763129929735
BAX.csv,135707,165668.2697254175,-29961.269725417485
LMT.csv,159756,187320.19410291,-27564.194102909998
KEY.csv,128002,138954.77080843027,-10952.770808430272
KEYS.csv,23363,28281.450384052103,-4918.450384052103
BMY.csv,179740,208138.51837908398,-28398.51837908398
PSA.csv,160343,169863.76374643247,-9520.763746432465
WYNN.csv,64396,75195.92422179817,-10799.924221798166
RHI.csv,198127,172897.36334483678,25229.636655163224
EFX.csv,162966,172897.36334483678,-9931.363344836776
NUE.csv,149361,172897.36334483678,-23536.363344836776
PKG.csv,73893,86487.51509098579,-12594.515090985791
WAB.csv,95365,105979.22733434408,-10614.227334344076
CTSH.csv,77785,93226.79942689474,-15441.799426894737
SWK.csv,154502,172897.36334483678,-18395.363344836776
CRL.csv,72563,84802.95669429396,-12239.956694293956
MU.csv,126572,154094.07102067725,-27522.07102067725
TRV.csv,168788,192410.08722018986,-23622.08722018986
BRK-B.csv,112288,102152.44810244943,10135.55189755057
L.csv,154603,172897.36334483678,-18294.363344836776
AEP.csv,246057,255633.00994964258,-9576.009949642583
CI.csv,141238,163777.57068586868,-22539.570685868675
DOW.csv,11745,12762.901790179278,-1017.9017901792777
CDW.csv,26890,33155.60248400118,-6265.602484001181
BALL.csv,254334,204885.63331828607,49448.36668171393
JNJ.csv,315507,255633.00994964258,59873.99005035742
WM.csv,142239,136213.28405431242,6025.715945687582
DOV.csv,164967,172897.36334483678,-7930.363344836776
CRM.csv,56337,68454.37156617014,-12117.371566170143
PGR.csv,160398,172897.36334483678,-12499.363344836776
WAT.csv,86404,104156.72274603204,-17752.722746032043
IEX.csv,126415,132077.06417445908,-5662.064174459083
BWA.csv,95306,113862.94718952678,-18556.947189526778
LRCX.csv,133747,154427.59283056945,-20680.592830569454
BLK.csv,75903,87844.30569812568,-11941.305698125681
PPL.csv,147663,172897.36334483678,-25234.363344836776
