Stock,Actual Comparisons,Theoretical Comparisons,Difference
MCK.csv,121818,108515.90986161506,13302.090138384941
TXT.csv,209578,204885.63331828607,4692.366681713931
MTB.csv,330642,172897.36334483678,157744.63665516322
FDS.csv,103876,101546.91939367242,2329.0806063275813
VTRS.csv,180051,172897.36334483678,7153.636655163224
AKAM.csv,84532,87513.17450082627,-2981.174500826266
ROL.csv,191491,172897.36334483678,18593.636655163224
RMD.csv,107032,106148.14429090961,883.8557090903923
WRB.csv,371548,201818.1254071889,169729.8745928111
GOOGL.csv,71296,67809.81442821959,3486.1855717804137
BRO.csv,1389706,168836.04861059663,1220869.9513894033
ANET.csv,32479,29656.318265445025,2822.6817345549753
PAYX.csv,170781,157485.31518642386,13295.68481357614
ALK.csv,168423,172897.36334483678,-4474.363344836776
DRI.csv,105972,106435.36748533483,-463.3674853348348
ILMN.csv,94859,84407.10463791217,10451.895362087831
META.csv,38077,37300.505747354175,776.4942526458253
AAL.csv,76090,63332.85556146992,12757.144438530078
COR.csv,115765,106840.9967178752,8924.003282124802
MAA.csv,129485,111873.79062953503,17611.209370464974
MMC.csv,215542,204885.63331828607,10656.366681713931
FOXA.csv,13880,12842.270700307947,1037.7292996920532
POOL.csv,111543,104578.30468032336,6964.695319676641
CZR.csv,32866,28573.3278499611,4292.672150038899
FFIV.csv,103751,89219.91201036733,14531.087989632666
CINF.csv,195238,172897.36334483678,22340.636655163224
VMC.csv,371557,204885.63331828607,166671.36668171393
MKTX.csv,67538,66924.63623864546,613.3637613545434
SRE.csv,93207,93126.81821023172,80.18178976827767
LHX.csv,155068,164872.8506268706,-9804.850626870611
ORLY.csv,116615,115191.06070497532,1423.9392950246838
IVZ.csv,127525,105151.94111592339,22373.058884076614
RCL.csv,117914,115139.94994474463,2774.0500552553713
PXD.csv,96403,96850.31459099647,-447.314590996466
SNPS.csv,132533,120194.05789565116,12338.94210434884
GOOG.csv,71373,67809.81442821959,3563.1855717804137
EPAM.csv,40561,38356.67736037098,2204.3226396290192
NDSN.csv,230500,172879.60742545789,57620.392574542115
YUM.csv,105963,96398.67247554412,9564.327524455875
EQT.csv,210880,172897.36334483678,37982.63665516322
LYV.csv,69656,62374.489678035214,7281.510321964786
PFE.csv,206557,208138.51837908398,-1581.51837908398
AVGO.csv,48482,48035.276863609986,446.7231363900137
DUK.csv,195284,172897.36334483678,22386.636655163224
REGN.csv,130049,124119.32075861137,5929.679241388629
CL.csv,232610,204001.00200325545,28608.997996744554
VFC.csv,182854,172897.36334483678,9956.636655163224
VZ.csv,206247,156412.6674461944,49834.33255380561
JCI.csv,145175,139441.18260992636,5733.817390073644
FSLR.csv,67149,58731.72773882609,8417.272261173908
AMGN.csv,189834,158347.48396766683,31486.516032333166
TEL.csv,63761,56501.02830751358,7259.971692486419
JKHY.csv,185080,147578.91986124477,37501.080138755235
ADP.csv,180814,172897.36334483678,7916.636655163224
ON.csv,92446,85413.61412668791,7032.385873312087
STT.csv,196308,172897.36334483678,23410.636655163224
RSG.csv,102809,93093.49365623551,9715.506343764486
IFF.csv,274275,196577.9624344676,77697.0375655324
CARR.csv,11411,9491.229158375123,1919.770841624877
TRMB.csv,132154,127144.84637599425,5009.153624005747
QCOM.csv,144150,121049.99002972574,23100.00997027426
LYB.csv,53501,45223.12257920467,8277.877420795332
GIS.csv,176779,172897.36334483678,3881.6366551632236
PHM.csv,170594,172897.36334483678,-2303.3633448367764
ROST.csv,153080,148837.68669652424,4242.313303475763
LUV.csv,176690,173820.92187303386,2869.0781269661384
LW.csv,21808,20828.09418160323,979.9058183967718
MS.csv,117703,115906.85761459863,1796.1423854013701
CPB.csv,247158,204885.63331828607,42272.36668171393
OKE.csv,276113,170431.04576930206,105681.95423069794
BK.csv,246580,203982.95223108205,42597.04776891795
J.csv,210838,172897.36334483678,37940.63665516322
SYF.csv,31768,29099.594316849118,2668.4056831508824
CHD.csv,213556,172897.36334483678,40658.63665516322
HWM.csv,23950,20926.533355926167,3023.466644073833
MHK.csv,119898,119766.32729281882,131.67270718117652
TFC.csv,329937,172879.60742545789,157057.39257454211
DAL.csv,58947,56959.04299728903,1987.957002710973
APA.csv,184751,176665.7064515546,8085.293548445392
K.csv,208929,204885.63331828607,4043.366681713931
AFL.csv,173276,172897.36334483678,378.6366551632236
CSX.csv,174679,170041.01904265396,4637.980957346037
NI.csv,228082,204885.63331828607,23196.36668171393
CPT.csv,117840,114135.25046046804,3704.7495395319565
PFG.csv,85699,79344.84727220463,6354.152727795372
NCLH.csv,42556,34794.80528878327,7761.194711216733
ZION.csv,257940,172897.36334483678,85042.63665516322
RJF.csv,191347,158171.49266506167,33175.50733493833
HBAN.csv,284841,172897.36334483678,111943.63665516322
UNH.csv,157186,152410.02510685287,4775.974893147126
PRU.csv,89491,78755.36320441101,10735.636795588987
GPC.csv,198484,172897.36334483678,25586.636655163224
WTW.csv,87136,80804.19256038572,6331.8074396142765
WMB.csv,164488,164872.8506268706,-384.85062687061145
EQR.csv,120516,113879.96416748759,6636.035832512411
DVA.csv,116484,104375.92313962217,12108.076860377827
AIG.csv,1963931,205499.68034604366,1758431.3196539562
MA.csv,80950,60685.32780234567,20264.672197654327
HON.csv,276123,255633.00994964258,20489.990050357417
VICI.csv,18390,16857.51579217013,1532.4842078298716
O.csv,135440,108803.79354332305,26636.206456676955
NWSA.csv,30285,33244.77510332808,-2959.77510332808
TTWO.csv,108667,98206.56773469792,10460.432265302079
AES.csv,126358,123089.61375687578,3268.386243124216
SLB.csv,170714,164872.8506268706,5841.149373129389
TT.csv,166936,172879.60742545789,-5943.607425457885
TGT.csv,224258,204885.63331828607,19372.36668171393
AAPL.csv,183792,168942.33499367072,14849.665006329276
MKC.csv,226874,204885.63331828607,21988.36668171393
OTIS.csv,9389,9491.229158375123,-102.229158375123
CEG.csv,4537,3901.88719844015,635.1128015598501
TDY.csv,92381,87231.81755036763,5149.182449632368
WY.csv,227495,203982.95223108205,23512.047768917953
APD.csv,206454,172897.36334483678,33556.63665516322
GRMN.csv,102910,82875.052944487,20034.947055512996
AEE.csv,111611,95161.98262861515,16449.01737138485
BX.csv,55725,56406.317785691914,-681.3177856919137
HLT.csv,35251,31422.399429472527,3828.600570527473
DLTR.csv,107576,107179.14384314114,396.85615685886296
STE.csv,125151,119065.19058431766,6085.809415682335
HAS.csv,202883,172897.36334483678,29985.636655163224
TMUS.csv,57434,57117.07372237034,316.92627762966004
WMT.csv,220607,207053.66355384604,13553.33644615396
NTAP.csv,134178,104123.00388562231,30054.99611437769
KIM.csv,140015,121289.76312992974,18725.236870070265
BAX.csv,165118,165668.2697254175,-550.2697254174855
LMT.csv,184323,187320.19410291,-2997.194102909998
KEY.csv,190470,138954.77080843027,51515.22919156973
KEYS.csv,27634,28281.450384052103,-647.4503840521029
BMY.csv,207971,208138.51837908398,-167.5183790839801
PSA.csv,218464,169863.76374643247,48600.236253567535
WYNN.csv,75473,75195.92422179817,277.0757782018336
RHI.csv,218962,172897.36334483678,46064.63665516322
EFX.csv,199573,172897.36334483678,26675.636655163224
NUE.csv,175514,172897.36334483678,2616.6366551632236
PKG.csv,89619,86487.51509098579,3131.484909014209
WAB.csv,108796,105979.22733434408,2816.7726656559244
CTSH.csv,93785,93226.79942689474,558.2005731052632
SWK.csv,177142,172897.36334483678,4244.636655163224
CRL.csv,82667,84802.95669429396,-2135.9566942939564
MU.csv,163154,154094.07102067725,9059.92897932275
TRV.csv,198754,192410.08722018986,6343.91277981014
BRK-B.csv,117297,102152.44810244943,15144.55189755057
L.csv,187343,172897.36334483678,14445.636655163224
AEP.csv,314489,255633.00994964258,58855.99005035742
CI.csv,203001,163777.57068586868,39223.429314131325
DOW.csv,16410,12762.901790179278,3647.0982098207223
CDW.csv,36038,33155.60248400118,2882.3975159988186
BALL.csv,284456,204885.63331828607,79570.36668171393
JNJ.csv,350153,255633.00994964258,94519.99005035742
WM.csv,168955,136213.28405431242,32741.71594568758
DOV.csv,188601,172897.36334483678,15703.636655163224
CRM.csv,71680,68454.37156617014,3225.6284338298574
PGR.csv,187050,172897.36334483678,14152.636655163224
WAT.csv,104817,104156.72274603204,660.2772539679572
IEX.csv,146733,132077.06417445908,14655.935825540917
BWA.csv,118070,113862.94718952678,4207.052810473222
LRCX.csv,157177,154427.59283056945,2749.4071694305458
BLK.csv,92253,87844.30569812568,4408.694301874319
PPL.csv,180820,172897.36334483678,7922.636655163224
